_id,name,username,password,role,department,email,semester,section,batch
6907500aeac7e013e1364b6c,Student_3B,2025022,12345,student,IT,student3b@college.edu,1,IT-3,Batch-2
6907500aeac7e013e1364b6d,Student_3C,2025023,12345,student,IT,student3c@college.edu,1,IT-3,Batch-2
6907500aeac7e013e1364b6e,Student_3D,2025024,12345,student,IT,student3d@college.edu,1,IT-3,Batch-2
6907500aeac7e013e1364b6f,Student_3E,2025025,12345,student,IT,student3e@college.edu,1,IT-3,Batch-2
6907500aeac7e013e1364b70,Student_3F,2025026,12345,student,IT,student3f@college.edu,1,IT-3,Batch-2
6907500aeac7e013e1364b71,Student_3G,2025027,12345,student,IT,student3g@college.edu,1,IT-3,Batch-2
6907500aeac7e013e1364b72,Student_3H,2025028,12345,student,IT,student3h@college.edu,1,IT-3,Batch-2
6907500aeac7e013e1364b73,Student_3I,2025029,12345,student,IT,student3i@college.edu,1,IT-3,Batch-2
6907500aeac7e013e1364b74,Student_3J,2025030,12345,student,IT,student3j@college.edu,1,IT-3,Batch-2
6907500aeac7e013e1364b75,Student_4A,2024001,12345,student,IT,student4a@college.edu,3,IT-1,Batch-2
6907500aeac7e013e1364b76,Student_4B,2024002,12345,student,IT,student4b@college.edu,3,IT-1,Batch-2
6907500aeac7e013e1364b77,Student_4C,2024003,12345,student,IT,student4c@college.edu,3,IT-1,Batch-2
6907500aeac7e013e1364b78,Student_4D,2024004,12345,student,IT,student4d@college.edu,3,IT-1,Batch-2
6907500aeac7e013e1364b79,Student_4E,2024005,12345,student,IT,student4e@college.edu,3,IT-1,Batch-2
6907500aeac7e013e1364b7a,Student_4F,2024006,12345,student,IT,student4f@college.edu,3,IT-1,Batch-2
6907500aeac7e013e1364b7b,Student_4G,2024007,12345,student,IT,student4g@college.edu,3,IT-1,Batch-2
6907500aeac7e013e1364b7c,Student_4H,2024008,12345,student,IT,student4h@college.edu,3,IT-1,Batch-2
6907500aeac7e013e1364b7d,Student_4I,2024009,12345,student,IT,student4i@college.edu,3,IT-1,Batch-2
6907500aeac7e013e1364b7e,Student_4J,2024010,12345,student,IT,student4j@college.edu,3,IT-1,Batch-2
6907500aeac7e013e1364b7f,Student_5A,2024011,12345,student,IT,student5a@college.edu,3,IT-2,Batch-2
6907500aeac7e013e1364b80,Student_5B,2024012,12345,student,IT,student5b@college.edu,3,IT-2,Batch-2
6907500aeac7e013e1364b81,Student_5C,2024013,12345,student,IT,student5c@college.edu,3,IT-2,Batch-2
6907500aeac7e013e1364b82,Student_5D,2024014,12345,student,IT,student5d@college.edu,3,IT-2,Batch-2
6907500aeac7e013e1364b83,Student_5E,2024015,12345,student,IT,student5e@college.edu,3,IT-2,Batch-2
6907500aeac7e013e1364b84,Student_5F,2024016,12345,student,IT,student5f@college.edu,3,IT-2,Batch-2
6907500aeac7e013e1364b85,Student_5G,2024017,12345,student,IT,student5g@college.edu,3,IT-2,Batch-2
6907500aeac7e013e1364b86,Student_5H,2024018,12345,student,IT,student5h@college.edu,3,IT-2,Batch-2
6907500aeac7e013e1364b87,Student_5I,2024019,12345,student,IT,student5i@college.edu,3,IT-2,Batch-2
6907500aeac7e013e1364b88,Student_5J,2024020,12345,student,IT,student5j@college.edu,3,IT-2,Batch-2
6907500aeac7e013e1364b89,Student_6A,2024021,12345,student,IT,student6a@college.edu,3,IT-3,Batch-2
6907500aeac7e013e1364b8a,Student_6B,2024022,12345,student,IT,student6b@college.edu,3,IT-3,Batch-2
6907500aeac7e013e1364b8b,Student_6C,2024023,12345,student,IT,student6c@college.edu,3,IT-3,Batch-2
6907500aeac7e013e1364b8c,Student_6D,2024024,12345,student,IT,student6d@college.edu,3,IT-3,Batch-2
6907500aeac7e013e1364b8d,Student_6E,2024025,12345,student,IT,student6e@college.edu,3,IT-3,Batch-2
6907500aeac7e013e1364b8e,Student_6F,2024026,12345,student,IT,student6f@college.edu,3,IT-3,Batch-2
6907500aeac7e013e1364b8f,Student_6G,2024027,12345,student,IT,student6g@college.edu,3,IT-3,Batch-2
6907500aeac7e013e1364b90,Student_6H,2024028,12345,student,IT,student6h@college.edu,3,IT-3,Batch-2
6907500aeac7e013e1364b91,Student_6I,2024029,12345,student,IT,student6i@college.edu,3,IT-3,Batch-2
6907500aeac7e013e1364b92,Student_6J,2024030,12345,student,IT,student6j@college.edu,3,IT-3,Batch-2
6907500aeac7e013e1364b93,Student_7A,2023001,12345,student,IT,student7a@college.edu,5,IT-1,Batch-1
6907500aeac7e013e1364b94,Student_7B,2023002,12345,student,IT,student7b@college.edu,5,IT-1,Batch-1
6907500aeac7e013e1364b95,Student_7C,2023003,12345,student,IT,student7c@college.edu,5,IT-1,Batch-1
6907500aeac7e013e1364b96,Student_7D,2023004,12345,student,IT,student7d@college.edu,5,IT-1,Batch-1
6907500aeac7e013e1364b97,Student_7E,2023005,12345,student,IT,student7e@college.edu,5,IT-1,Batch-1
6907500aeac7e013e1364b98,Student_7F,2023006,12345,student,IT,student7f@college.edu,5,IT-1,Batch-1
6907500aeac7e013e1364b99,Student_7G,2023007,12345,student,IT,student7g@college.edu,5,IT-1,Batch-1
6907500aeac7e013e1364b9a,Student_7H,2023008,12345,student,IT,student7h@college.edu,5,IT-1,Batch-1
6907500aeac7e013e1364b9b,Student_7I,2023009,12345,student,IT,student7i@college.edu,5,IT-1,Batch-1
6907500aeac7e013e1364b9c,Student_7J,2023010,12345,student,IT,student7j@college.edu,5,IT-1,Batch-1
6907500aeac7e013e1364b9d,AMETI AKSHITHA,160123737071,12345,student,IT,160123737071@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364b9e,HAMSAGOUNI RITHIKA,160123737072,12345,student,IT,160123737072@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364b9f,KANDIMALLA SONY,160123737073,12345,student,IT,160123737073@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364ba0,LAKSHANA S,160123737074,12345,student,IT,160123737074@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364ba1,MALLOJU MEGHANA,160123737075,12345,student,IT,160123737075@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364ba2,MEHERUNNISA,160123737076,12345,student,IT,160123737076@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364ba3,NIMMALA MADHURI,160123737077,12345,student,IT,160123737077@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364ba4,PATI TEJASWINI,160123737079,12345,student,IT,160123737079@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364ba5,POLKAMPALLI PRAGNA,160123737080,12345,student,IT,160123737080@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364ba6,SALAVATH SAHITHI,160123737081,12345,student,IT,160123737081@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364ba7,SARASWATULA SAMHITHA,160123737082,12345,student,IT,160123737082@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364ba8,SRIGIRIRAJU LAKSHMI SAI NIRUPAMA,160123737083,12345,student,IT,160123737083@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364ba9,SRIRAMPURAM SUDHIKSHA REDDY,160123737084,12345,student,IT,160123737084@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364baa,TEDDU RAKSHITHA,160123737085,12345,student,IT,160123737085@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bab,THIRUKOVELA MOULYA,160123737086,12345,student,IT,160123737086@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bac,UPPARI MELISA BLOSSOM,160123737087,12345,student,IT,160123737087@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bad,VARATHIYA PRAVALIKA,160123737088,12345,student,IT,160123737088@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bae,VIDIYALA ASHRITHA,160123737089,12345,student,IT,160123737089@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364baf,VUPPULAPU BHAVYA,160123737090,12345,student,IT,160123737090@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bb0,VUTHALURU HARSHITA,160123737091,12345,student,IT,160123737091@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bb1,ABDUL GAFOOR,160123737092,12345,student,IT,160123737092@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bb2,ABHIJITH DUGGARAJU,160123737093,12345,student,IT,160123737093@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bb3,ABHISHEK KUMAR SINGH,160123737094,12345,student,IT,160123737094@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bb4,ADAPALA BHARGAVA KRISHNA,160123737095,12345,student,IT,160123737095@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bb5,ALETI ANUDEEP REDDY,160123737096,12345,student,IT,160123737096@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bb6,ASHISH GUPTA,160123737097,12345,student,IT,160123737097@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bb7,BANDI SAI RISHWANTH,160123737098,12345,student,IT,160123737098@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bb8,BOJJA REVANTH,160123737099,12345,student,IT,160123737099@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bb9,DIRISINAPU JYOTHI VIKRAMA SIMHA REDDY,160123737101,12345,student,IT,160123737101@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bba,DODDA JITENDRA,160123737102,12345,student,IT,160123737102@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bbb,DUGGIREDDY RUPESH REDDY,160123737103,12345,student,IT,160123737103@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bbc,GANGISHETTY SHIVA,160123737104,12345,student,IT,160123737104@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bbd,GOVINDARAM NITHISH KUMAR,160123737105,12345,student,IT,160123737105@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bbe,GRANDHI AVINASH,160123737106,12345,student,IT,160123737106@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bbf,GULLA MANEESH,160123737107,12345,student,IT,160123737107@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bc0,INDROJI SAI SUSHANK,160123737108,12345,student,IT,160123737108@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bc1,JAJIMOGGALA SUNIL,160123737109,12345,student,IT,160123737109@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bc2,K SANCHAY JAIN,160123737110,12345,student,IT,160123737110@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bc3,KALAM SAI KIRAN,160123737111,12345,student,IT,160123737111@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bc4,KALYANAM ROSHAN VARMA,160123737112,12345,student,IT,160123737112@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bc5,KAMPALLY PREMSAGAR,160123737113,12345,student,IT,160123737113@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bc6,KAMULU HARSHITH,160123737114,12345,student,IT,160123737114@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bc7,KANATALA SIDDHARTHA,160123737115,12345,student,IT,160123737115@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bc8,KANKIPATI CHARAN,160123737116,12345,student,IT,160123737116@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bc9,KARTHIKEYA JETTI,160123737117,12345,student,IT,160123737117@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bca,KOTA PUNNAM,160123737118,12345,student,IT,160123737118@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bcb,KOTAM SRI SAI,160123737119,12345,student,IT,160123737119@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bcc,LAKSH JAIN,160123737120,12345,student,IT,160123737120@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bcd,MADA NAVEEN KUMAR,160123737121,12345,student,IT,160123737121@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bce,MAHETH VEDDAANTH SINGH,160123737122,12345,student,IT,160123737122@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bcf,MAJJI SANDEEP,160123737123,12345,student,IT,160123737123@college.edu,5,IT-2,Batch-1
6907500aeac7e013e1364bd0,MOHD HASSAN,160123737124,12345,student,IT,160123737124@college.edu,5,IT-2,Batch-2
6907500aeac7e013e1364bd1,MULLEVA YOGESH CHOUDHARY,160123737125,12345,student,IT,160123737125@college.edu,5,IT-2,Batch-2
6907500aeac7e013e1364bd2,NALLAPOTHULA SHEKAR NAIDU,160123737126,12345,student,IT,160123737126@college.edu,5,IT-2,Batch-2
6907500aeac7e013e1364bd3,NUNNA MANISH,160123737127,12345,student,IT,160123737127@college.edu,5,IT-2,Batch-2
6907500aeac7e013e1364bd4,PAKU VENKATA SIVA ABHIRAM,160123737128,12345,student,IT,160123737128@college.edu,5,IT-2,Batch-2
6907500aeac7e013e1364bd5,POLICE VIGNESHWAR REDDY,160123737129,12345,student,IT,160123737129@college.edu,5,IT-2,Batch-2
6907500aeac7e013e1364bd6,REKULARAPU MURALI,160123737130,12345,student,IT,160123737130@college.edu,5,IT-2,Batch-2
6907500aeac7e013e1364bd7,S SAI ASHRITH V R K N,160123737131,12345,student,IT,160123737131@college.edu,5,IT-2,Batch-2
6907500aeac7e013e1364bd8,SAMA ASHOK,160123737132,12345,student,IT,160123737132@college.edu,5,IT-2,Batch-2
6907500aeac7e013e1364bd9,SAMALA PRANAVENDRA,160123737133,12345,student,IT,160123737133@college.edu,5,IT-2,Batch-2
6907500aeac7e013e1364bda,SHAIK AQEEL AHAMED,160123737134,12345,student,IT,160123737134@college.edu,5,IT-2,Batch-2
6907500aeac7e013e1364bdb,SUSHANTH REDDY KASIREDDY,160123737135,12345,student,IT,160123737135@college.edu,5,IT-2,Batch-2
6907500aeac7e013e1364bdc,T PREETHAM REDDY,160123737136,12345,student,IT,160123737136@college.edu,5,IT-2,Batch-2
6907500aeac7e013e1364bdd,TUNGENA SHARATH,160123737137,12345,student,IT,160123737137@college.edu,5,IT-2,Batch-2
6907500aeac7e013e1364bde,ROHITH,160123737308,12345,student,IT,160123737308@college.edu,5,IT-2,Batch-2
6907500aeac7e013e1364bdf,RANVITHA,160123737309,12345,student,IT,160123737309@college.edu,5,IT-2,Batch-2
6907500aeac7e013e1364be0,RAMAKRISHNA,160123737310,12345,student,IT,160123737310@college.edu,5,IT-2,Batch-2
6907500aeac7e013e1364be1,ROHITH,160123737311,12345,student,IT,160123737311@college.edu,5,IT-2,Batch-2
6907500aeac7e013e1364be2,SAI CHARAN,160123737312,12345,student,IT,160123737312@college.edu,5,IT-2,Batch-2
6907500aeac7e013e1364be3,AKSHATHA,160123737313,12345,student,IT,160123737311@college.edu,5,IT-2,Batch-2
6907500aeac7e013e1364be4,ANIL,160123737314,12345,student,IT,160123737312@college.edu,5,IT-2,Batch-2
6907500aeac7e013e1364be5,AMJA MAITHILI,160123737141,12345,student,IT,160123737141@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364be6,AVANI CHETLURI,160123737142,12345,student,IT,160123737142@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364be7,BANAPURAM SONALI,160123737143,12345,student,IT,160123737143@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364be8,BANOTH PRIYANKA,160123737144,12345,student,IT,160123737144@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364be9,BHAVANA RAMAKRISHNA,160123737145,12345,student,IT,160123737145@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364bea,BOBBALA HARSHITHA,160123737146,12345,student,IT,160123737146@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364beb,CHINTHAKINDHI NISHITHA,160123737147,12345,student,IT,160123737147@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364bec,E SPANDANA,160123737148,12345,student,IT,160123737148@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364bed,GAALI SAI PRAHARSHITA,160123737149,12345,student,IT,160123737149@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364bee,GADASANDULA AKSHATHA,160123737150,12345,student,IT,160123737150@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364bef,KANDHURI SAI RASAGNA,160123737151,12345,student,IT,160123737151@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364bf0,MADATHANAPALLE LEENA,160123737152,12345,student,IT,160123737152@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364bf1,MALLARAPU NAGA SAI DURGA VEDA SRI,160123737153,12345,student,IT,160123737153@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364bf2,MAMIDI PRAVALLIKA REDDY,160123737154,12345,student,IT,160123737154@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364bf3,MANASA MORTHAD,160123737155,12345,student,IT,160123737155@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364bf4,MIDDE JAHNAVI,160123737156,12345,student,IT,160123737156@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364bf5,PALADUGU HARSHITHA,160123737157,12345,student,IT,160123737157@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364bf6,POCHAMPELLY DEEKSHITHA,160123737158,12345,student,IT,160123737158@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364bf7,PRIYANSHU NERELLA,160123737159,12345,student,IT,160123737159@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364bf8,PUTTY DHANUSHKA,160123737160,12345,student,IT,160123737160@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364bf9,RIDA SHAIK,160123737161,12345,student,IT,160123737161@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364bfa,SAMEEKSHA PADIGELAWAR,160123737162,12345,student,IT,160123737162@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364bfb,SHRAVYA JALLEPALLY,160123737163,12345,student,IT,160123737163@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364bfc,SISTLA KEERTHANA,160123737164,12345,student,IT,160123737164@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364bfd,SRIJA SRIRAMDAS,160123737165,12345,student,IT,160123737165@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364bfe,SURYAPETA SRAVANI,160123737166,12345,student,IT,160123737166@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364bff,VELAGAPUDI SRICHANDANA,160123737167,12345,student,IT,160123737167@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c00,AMBEER SHRAVAN KUMAR,160123737168,12345,student,IT,160123737168@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c01,ASHISH PATHAK,160123737169,12345,student,IT,160123737169@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c02,BAIRY SHIVA KARTHIK,160123737170,12345,student,IT,160123737170@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c03,BANDARI LAKSHMANA PRASAD,160123737171,12345,student,IT,160123737171@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c04,BATTIPROLU SAI JEEVAN,160123737172,12345,student,IT,160123737172@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c05,BHARGAV KOLLURU,160123737173,12345,student,IT,160123737173@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c06,BHEEMUDI JAYANTH REDDY,160123737174,12345,student,IT,160123737174@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c07,CHEERLA SAI NITHIN REDDY,160123737175,12345,student,IT,160123737175@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c08,DODDI HANOK JOSHUA KANNA,160123737176,12345,student,IT,160123737176@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c09,DUNDIGALLA RITHWIK MOHAN,160123737177,12345,student,IT,160123737177@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c0a,GARREPALLY RAMA RAGHAVA,160123737178,12345,student,IT,160123737178@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c0b,GODISHALA ASHWITH,160123737179,12345,student,IT,160123737179@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c0c,IMTISAL HUSSAIN RANGREZ,160123737180,12345,student,IT,160123737180@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c0d,JAKKU SANTHOSH REDDY,160123737181,12345,student,IT,160123737181@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c0e,KADIMI VENKATA SHASHANK YADAV,160123737182,12345,student,IT,160123737182@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c0f,KARRE RAJ GURU,160123737183,12345,student,IT,160123737183@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c10,KASHA MOHIT NAREN RAO,160123737184,12345,student,IT,160123737184@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c11,KODURU VARUNDEEP REDDY,160123737185,12345,student,IT,160123737185@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c12,KORPOLE KRISHNA KARTHIK REDDY,160123737186,12345,student,IT,160123737186@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c13,KURUVELLA SAI BALAJI,160123737187,12345,student,IT,160123737187@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c14,MALLAVARAPU SATVIK REDDY,160123737188,12345,student,IT,160123737188@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c15,MALOTH SRUJAN NAYAK,160123737189,12345,student,IT,160123737189@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c16,MANUVARTHI SESHADRI NAIDU,160123737190,12345,student,IT,160123737190@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c17,MEHMOOD ALI,160123737191,12345,student,IT,160123737191@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c18,MEKA VIRAJ,160123737192,12345,student,IT,160123737192@college.edu,5,IT-3,Batch-1
6907500aeac7e013e1364c19,MELLAM ANISH,160123737193,12345,student,IT,160123737193@college.edu,5,IT-3,Batch-2
6907500aeac7e013e1364c1a,MERUGU SAIKOUSHIK,160123737194,12345,student,IT,160123737194@college.edu,5,IT-3,Batch-2
6907500aeac7e013e1364c1b,MOHAMMED FAIZAN UL ISLAM,160123737195,12345,student,IT,160123737195@college.edu,5,IT-3,Batch-2
6907500aeac7e013e1364c1c,N S SASHANK EMMIDI,160123737196,12345,student,IT,160123737196@college.edu,5,IT-3,Batch-2
6907500aeac7e013e1364c1d,NAGAM SRIVATSAV REDDY,160123737197,12345,student,IT,160123737197@college.edu,5,IT-3,Batch-2
6907500aeac7e013e1364c1e,NIKHIL GEORGE,160123737198,12345,student,IT,160123737198@college.edu,5,IT-3,Batch-2
6907500aeac7e013e1364c1f,PASHAM KARTHIK,160123737199,12345,student,IT,160123737199@college.edu,5,IT-3,Batch-2
6907500aeac7e013e1364c20,PATNALA ABINAY KUMAR,160123737200,12345,student,IT,160123737200@college.edu,5,IT-3,Batch-2
6907500aeac7e013e1364c21,POLA ABHIRAM,160123737201,12345,student,IT,160123737201@college.edu,5,IT-3,Batch-2
6907500aeac7e013e1364c22,RAHUL ARRA,160123737202,12345,student,IT,160123737202@college.edu,5,IT-3,Batch-2
6907500aeac7e013e1364c23,RAMAVATH NAVEEN,160123737203,12345,student,IT,160123737203@college.edu,5,IT-3,Batch-2
6907500aeac7e013e1364c24,SARIKELLA MADHU,160123737204,12345,student,IT,160123737204@college.edu,5,IT-3,Batch-2
6907500aeac7e013e1364c25,THODUPUNOORI SAI MANISH,160123737205,12345,student,IT,160123737205@college.edu,5,IT-3,Batch-2
6907500aeac7e013e1364c26,THOTA ROHITH,160123737206,12345,student,IT,160123737206@college.edu,5,IT-3,Batch-2
6907500aeac7e013e1364c27,VEDITH VANAM,160123737207,12345,student,IT,160123737207@college.edu,5,IT-3,Batch-2
6907500aeac7e013e1364c28,MALE VIGNESHWAR REDDY,160123737315,12345,student,IT,160123737315@college.edu,5,IT-3,Batch-2
6907500aeac7e013e1364c29,BORRA PUJITH GANESH,160123737316,12345,student,IT,160123737316@college.edu,5,IT-3,Batch-2
6907500aeac7e013e1364c2a,N.SHASHIDHAR,160123737317,12345,student,IT,160123737317@college.edu,5,IT-3,Batch-2
6907500aeac7e013e1364c2b,BOBBALA VARSHINI,160123737318,12345,student,IT,160123737318@college.edu,5,IT-3,Batch-2
